data,method,clustering,sigma,noise,criteria,rank,Accuracy,Consistency
Author,Spectral (NN),HC,0.5,Laplace,ARI,5.0,0.7914399000910498,0.7125631328464597
Author,Spectral (NN),HC,0.5,Laplace,ARI,10.0,0.5600174995197148,0.4301235134614553
Author,Spectral (NN),HC,0.5,Laplace,Fowlkes Mallows,2.0,0.8162696239431656,0.8843604822391291
Author,Spectral (NN),HC,0.5,Laplace,Fowlkes Mallows,5.0,0.8635748815488096,0.8157464276891762
Author,Spectral (NN),HC,0.5,Laplace,Fowlkes Mallows,10.0,0.7223968390588786,0.6591757073349801
Author,Spectral (NN),HC,0.5,Laplace,MI,2.0,0.7534270114277288,0.7827978503596209
Author,Spectral (NN),HC,0.5,Laplace,MI,5.0,0.8269466040372481,0.7698140159718565
Author,Spectral (NN),HC,0.5,Laplace,MI,10.0,0.6913107884232857,0.5705098054906704
Author,Spectral (NN),HC,0.5,Laplace,V Measure,2.0,0.7544681572977986,0.7836834538073548
Author,Spectral (NN),HC,0.5,Laplace,V Measure,5.0,0.8277303460263957,0.7708765105677992
Author,Spectral (NN),HC,0.5,Laplace,V Measure,10.0,0.6927641883423641,0.5726478136016574
Author,Spectral (NN),HC,0.5,Normal,ARI,2.0,0.7718568989592883,0.9054247750750524
Author,Spectral (NN),HC,0.5,Normal,ARI,5.0,0.8062165102966895,0.7409427950270218
Author,Spectral (NN),HC,0.5,Normal,ARI,10.0,0.4693194307169628,0.3818526278422037
Author,Spectral (NN),HC,0.5,Normal,Fowlkes Mallows,2.0,0.8406204050401364,0.9323778074583776
Author,Spectral (NN),HC,0.5,Normal,Fowlkes Mallows,5.0,0.8728648749522415,0.8333179396428073
Author,Spectral (NN),HC,0.5,Normal,Fowlkes Mallows,10.0,0.6626952930547713,0.6312403448276975
Author,Spectral (NN),HC,0.5,Normal,MI,2.0,0.7885996909136398,0.8576152913188761
Author,Spectral (NN),HC,0.5,Normal,MI,5.0,0.8450133214766491,0.8114295766546572
Author,Spectral (NN),HC,0.5,Normal,MI,10.0,0.6422300323822739,0.5517442798854574
Author,Spectral (NN),HC,0.5,Normal,V Measure,2.0,0.7894978069754837,0.8582024322168923
Author,Spectral (NN),HC,0.5,Normal,V Measure,5.0,0.8457139098056831,0.8122973719134595
Author,Spectral (NN),HC,0.5,Normal,V Measure,10.0,0.6439115016028819,0.5539825460900626
Author,Spectral (NN),K-Means,0.5,Laplace,ARI,2.0,0.7408886421717412,0.7988196429367186
Author,Spectral (NN),K-Means,0.5,Laplace,ARI,5.0,0.7526908795679854,0.663406455901027
Author,Spectral (NN),K-Means,0.5,Laplace,ARI,10.0,0.7628743908570113,0.6529555399443334
Author,Spectral (NN),K-Means,0.5,Laplace,Fowlkes Mallows,2.0,0.8188431905692676,0.8564014850046804
Author,Spectral (NN),K-Means,0.5,Laplace,Fowlkes Mallows,5.0,0.8424170324347047,0.7901455748595693
Author,Spectral (NN),K-Means,0.5,Laplace,Fowlkes Mallows,10.0,0.8510352708461418,0.7865130278991445
Author,Spectral (NN),K-Means,0.5,Laplace,MI,2.0,0.7529948029577619,0.7616499500984413
Author,Spectral (NN),K-Means,0.5,Laplace,MI,5.0,0.8065176136290476,0.7392841981522602
Author,Spectral (NN),K-Means,0.5,Laplace,MI,10.0,0.8129404255106742,0.7284507791316508
Author,Spectral (NN),K-Means,0.5,Laplace,V Measure,2.0,0.7540442075896501,0.7626337374701949
Author,Spectral (NN),K-Means,0.5,Laplace,V Measure,5.0,0.8074108770826836,0.7405184698963478
Author,Spectral (NN),K-Means,0.5,Laplace,V Measure,10.0,0.813813376828457,0.7297546873785329
Author,Spectral (NN),K-Means,0.5,Normal,ARI,2.0,0.7644566034052136,0.8665421721737216
Author,Spectral (NN),K-Means,0.5,Normal,ARI,5.0,0.8202044331238667,0.739716145210327
Author,Spectral (NN),K-Means,0.5,Normal,ARI,10.0,0.8264469100518668,0.7283506972178229
Author,Spectral (NN),K-Means,0.5,Normal,Fowlkes Mallows,2.0,0.8354502184524611,0.9047901224986074
Author,Spectral (NN),K-Means,0.5,Normal,Fowlkes Mallows,5.0,0.8859702804722211,0.8377335721981308
Author,Spectral (NN),K-Means,0.5,Normal,Fowlkes Mallows,10.0,0.889934400357004,0.8306109223909751
Author,Spectral (NN),K-Means,0.5,Normal,MI,2.0,0.7832617859691053,0.8336107226755819
Author,Spectral (NN),K-Means,0.5,Normal,MI,5.0,0.858466475436783,0.8058548839125049
Author,Spectral (NN),K-Means,0.5,Normal,MI,10.0,0.864608439109775,0.7966024121294243
Author,Spectral (NN),K-Means,0.5,Normal,V Measure,2.0,0.7841831426240694,0.8342978811144778
Author,Spectral (NN),K-Means,0.5,Normal,V Measure,5.0,0.8591199449296454,0.8067701322084803
Author,Spectral (NN),K-Means,0.5,Normal,V Measure,10.0,0.8652350095271709,0.7975638700888293
Author,Spectral (RBF),HC,0.5,Laplace,ARI,2.0,0.7146891341435062,0.7963055935913576
Author,Spectral (RBF),HC,0.5,Laplace,ARI,5.0,0.2177123254687253,0.5574836829060953
Author,Spectral (RBF),HC,0.5,Laplace,ARI,10.0,0.1949798418223533,0.4549255832893182
Author,Spectral (RBF),HC,0.5,Laplace,Fowlkes Mallows,2.0,0.7997976558741187,0.8537150019917954
Author,Spectral (RBF),HC,0.5,Laplace,Fowlkes Mallows,5.0,0.6181033440479146,0.8563068355948192
Author,Spectral (RBF),HC,0.5,Laplace,Fowlkes Mallows,10.0,0.5980621447044859,0.8335776134510555
Author,Spectral (RBF),HC,0.5,Laplace,MI,2.0,0.7223747198848859,0.7518239523746629
Author,Spectral (RBF),HC,0.5,Laplace,MI,5.0,0.38954307662991294,0.623687037736357
Author,Spectral (RBF),HC,0.5,Laplace,MI,10.0,0.3714457523251557,0.4901884365975702
Author,Spectral (RBF),HC,0.5,Laplace,V Measure,2.0,0.7235446457813787,0.7528373275484506
Author,Spectral (RBF),HC,0.5,Laplace,V Measure,5.0,0.39331164668893615,0.6261248495735429
Author,Spectral (RBF),HC,0.5,Laplace,V Measure,10.0,0.3752097121022073,0.4934106964102973
Author,Spectral (RBF),HC,0.5,Normal,ARI,2.0,0.7396137523396129,0.8457814619738392
Author,Spectral (RBF),HC,0.5,Normal,ARI,5.0,0.23096964861237576,0.5787645148580964
Author,Spectral (RBF),HC,0.5,Normal,ARI,10.0,0.17749028627211924,0.5047677192392294
Author,Spectral (RBF),HC,0.5,Normal,Fowlkes Mallows,2.0,0.8173841284377096,0.8896131768376029
Author,Spectral (RBF),HC,0.5,Normal,Fowlkes Mallows,5.0,0.6225045896645269,0.8630790995074323
Author,Spectral (RBF),HC,0.5,Normal,Fowlkes Mallows,10.0,0.5920289882581321,0.8581160212382003
Author,Spectral (RBF),HC,0.5,Normal,MI,2.0,0.7522769279144065,0.8117070548896705
Author,Spectral (RBF),HC,0.5,Normal,MI,5.0,0.4074176890031812,0.6571479189758087
Author,Spectral (RBF),HC,0.5,Normal,MI,10.0,0.3671682481815598,0.5397454458652098
Author,Spectral (RBF),HC,0.5,Normal,V Measure,2.0,0.7533205090447406,0.8124764589010746
Author,Spectral (RBF),HC,0.5,Normal,V Measure,5.0,0.4110363994193158,0.6593605940224968
Author,Spectral (RBF),HC,0.5,Normal,V Measure,10.0,0.3709670180871897,0.5426668317981115
Author,Spectral (RBF),K-Means,0.5,Laplace,ARI,2.0,0.7469446236696655,0.7555742842778765
Author,Spectral (RBF),K-Means,0.5,Laplace,ARI,5.0,0.25055011266881616,0.5987435852830003
Author,Spectral (RBF),K-Means,0.5,Laplace,ARI,10.0,0.15119609688815633,0.7215219702656241
Author,Spectral (RBF),K-Means,0.5,Laplace,Fowlkes Mallows,2.0,0.8232138617542333,0.8267750698489373
Author,Spectral (RBF),K-Means,0.5,Laplace,Fowlkes Mallows,5.0,0.6395891739582882,0.8667299199811903
Author,Spectral (RBF),K-Means,0.5,Laplace,Fowlkes Mallows,10.0,0.5961661498839745,0.9305980523002686
Author,Spectral (RBF),K-Means,0.5,Laplace,MI,2.0,0.745140171605905,0.725668893274961
Author,Spectral (RBF),K-Means,0.5,Laplace,MI,5.0,0.417626449186028,0.6675268695004902
Author,Spectral (RBF),K-Means,0.5,Laplace,MI,10.0,0.35185658760366245,0.7505611967985386
Author,Spectral (RBF),K-Means,0.5,Laplace,V Measure,2.0,0.7462259066159237,0.7268140534755468
Author,Spectral (RBF),K-Means,0.5,Laplace,V Measure,5.0,0.4212627981466469,0.6697070696680902
Author,Spectral (RBF),K-Means,0.5,Laplace,V Measure,10.0,0.355959501119479,0.7523291455427141
Author,Spectral (RBF),K-Means,0.5,Normal,ARI,2.0,0.7689804672007277,0.8248656991951877
Author,Spectral (RBF),K-Means,0.5,Normal,ARI,5.0,0.24786947909791845,0.6378103914463806
Author,Spectral (RBF),K-Means,0.5,Normal,ARI,10.0,0.15628790132345766,0.7283947575401142
Author,Spectral (RBF),K-Means,0.5,Normal,Fowlkes Mallows,2.0,0.8385444862841243,0.8758413476125262
Author,Spectral (RBF),K-Means,0.5,Normal,Fowlkes Mallows,5.0,0.6399516379145529,0.8782363127334537
Author,Spectral (RBF),K-Means,0.5,Normal,Fowlkes Mallows,10.0,0.5985798278961912,0.9287795607705412
Author,Spectral (RBF),K-Means,0.5,Normal,MI,2.0,0.7798224194303419,0.8011900702563912
Author,Spectral (RBF),K-Means,0.5,Normal,MI,5.0,0.4269717799736978,0.7170671537660842
Author,Spectral (RBF),K-Means,0.5,Normal,MI,10.0,0.3593797519604026,0.7728206695149296
Author,Spectral (RBF),K-Means,0.5,Normal,V Measure,2.0,0.7807585289708017,0.8020158801055765
Author,Spectral (RBF),K-Means,0.5,Normal,V Measure,5.0,0.4305571375539719,0.7189283937721015
Author,Spectral (RBF),K-Means,0.5,Normal,V Measure,10.0,0.3634152656212351,0.774403766895057
Author,UMAP,HC,0.5,Laplace,ARI,2.0,0.8990716105592281,0.995034580704554
Author,UMAP,HC,0.5,Laplace,ARI,5.0,0.8991496992327348,0.9951833510841236
Author,UMAP,HC,0.5,Laplace,ARI,10.0,0.8962665291338329,0.9949210797782712
Author,UMAP,HC,0.5,Laplace,Fowlkes Mallows,2.0,0.9306562629635046,0.9965949948988908
Author,UMAP,HC,0.5,Laplace,Fowlkes Mallows,5.0,0.930709829768022,0.9966967370586858
Author,UMAP,HC,0.5,Laplace,Fowlkes Mallows,10.0,0.9286628145216126,0.9965142203174676
Author,UMAP,HC,0.5,Laplace,MI,2.0,0.8686386433538025,0.9937500104256276
Author,UMAP,HC,0.5,Laplace,MI,5.0,0.8687058073534172,0.9938758860437344
Author,UMAP,HC,0.5,Laplace,MI,10.0,0.8627468951413729,0.9935861224294076
Author,UMAP,HC,0.5,Laplace,V Measure,2.0,0.8692165895566464,0.993777576400286
Author,UMAP,HC,0.5,Laplace,V Measure,5.0,0.8692834575846935,0.9939028951091794
Author,UMAP,HC,0.5,Laplace,V Measure,10.0,0.8633502271741678,0.9936143858100897
Author,UMAP,HC,0.5,Normal,ARI,2.0,0.9580261171015324,0.9965535481277062
Author,UMAP,HC,0.5,Normal,ARI,5.0,0.9613317789878252,0.996678764108177
Author,UMAP,HC,0.5,Normal,ARI,10.0,0.9614865430311532,0.9969827561012752
Author,UMAP,HC,0.5,Normal,Fowlkes Mallows,2.0,0.971127346597453,0.9976290836781592
Author,UMAP,HC,0.5,Normal,Fowlkes Mallows,5.0,0.9733926234814064,0.9977141197810304
Author,UMAP,HC,0.5,Normal,Fowlkes Mallows,10.0,0.9734990633145328,0.9979230486774372
Author,UMAP,HC,0.5,Normal,MI,2.0,0.9419969125300292,0.9955789502458836
Author,UMAP,HC,0.5,Normal,MI,5.0,0.9469302619760378,0.9956977793977241
Author,UMAP,HC,0.5,Normal,MI,10.0,0.9470620009685884,0.9959600787677694
Author,UMAP,HC,0.5,Normal,V Measure,2.0,0.9422516913656109,0.995598375213144
Author,UMAP,HC,0.5,Normal,V Measure,5.0,0.94716329935108,0.9957166738414645
Author,UMAP,HC,0.5,Normal,V Measure,10.0,0.947294459131884,0.9959778191300528
Author,UMAP,K-Means,0.5,Laplace,ARI,2.0,0.898993806509379,0.9948863898293449
Author,UMAP,K-Means,0.5,Laplace,ARI,5.0,0.8991496992327348,0.9951833510841236
Author,UMAP,K-Means,0.5,Laplace,ARI,10.0,0.8963446178073394,0.9950694637619371
Author,UMAP,K-Means,0.5,Laplace,Fowlkes Mallows,2.0,0.930602905058897,0.9964936827253532
Author,UMAP,K-Means,0.5,Laplace,Fowlkes Mallows,5.0,0.930709829768022,0.9966967370586858
Author,UMAP,K-Means,0.5,Laplace,Fowlkes Mallows,10.0,0.92871638132613,0.996615769198388
Author,UMAP,K-Means,0.5,Laplace,MI,2.0,0.8685734064203827,0.9936273437542164
Author,UMAP,K-Means,0.5,Laplace,MI,5.0,0.8687058073534172,0.9938758860437344
Author,UMAP,K-Means,0.5,Laplace,MI,10.0,0.8628140591409877,0.9937117587328056
Author,UMAP,K-Means,0.5,Laplace,V Measure,2.0,0.8691516401715629,0.9936554526453004
Author,UMAP,K-Means,0.5,Laplace,V Measure,5.0,0.8692834575846937,0.9939028951091794
Author,UMAP,K-Means,0.5,Laplace,V Measure,10.0,0.8634170952022147,0.9937394667148568
Author,UMAP,K-Means,0.5,Normal,ARI,2.0,0.9580261171015324,0.9965535481277062
Author,UMAP,K-Means,0.5,Normal,ARI,5.0,0.9613317789878252,0.996678764108177
Author,UMAP,K-Means,0.5,Normal,ARI,10.0,0.9614865430311532,0.9969827561012752
Author,UMAP,K-Means,0.5,Normal,Fowlkes Mallows,2.0,0.971127346597453,0.9976290836781592
Author,UMAP,K-Means,0.5,Normal,Fowlkes Mallows,5.0,0.9733926234814064,0.9977141197810304
Author,UMAP,K-Means,0.5,Normal,Fowlkes Mallows,10.0,0.9734990633145328,0.9979230486774372
Author,UMAP,K-Means,0.5,Normal,MI,2.0,0.9419969125300292,0.9955789502458836
Author,UMAP,K-Means,0.5,Normal,MI,5.0,0.9469302619760378,0.9956977793977241
Author,UMAP,K-Means,0.5,Normal,MI,10.0,0.9470620009685884,0.9959600787677694
Author,UMAP,K-Means,0.5,Normal,V Measure,2.0,0.9422516913656109,0.995598375213144
Author,UMAP,K-Means,0.5,Normal,V Measure,5.0,0.94716329935108,0.9957166738414645
Author,UMAP,K-Means,0.5,Normal,V Measure,10.0,0.947294459131884,0.9959778191300528
Author,t-SNE,HC,0.5,Laplace,ARI,2.0,0.8429073336231522,0.7662285332827432
Author,t-SNE,HC,0.5,Laplace,Fowlkes Mallows,2.0,0.8903517738142053,0.8352753636190073
Author,t-SNE,HC,0.5,Laplace,MI,2.0,0.8300109466250312,0.7507742540298505
Author,t-SNE,HC,0.5,Laplace,V Measure,2.0,0.8307399910437422,0.7518288175541042
Author,t-SNE,HC,0.5,Normal,ARI,2.0,0.9357289036268148,0.9132064618674446
Author,t-SNE,HC,0.5,Normal,Fowlkes Mallows,2.0,0.9556568897964248,0.940036459816217
Author,t-SNE,HC,0.5,Normal,MI,2.0,0.9220171389704426,0.8932655586345309
Author,t-SNE,HC,0.5,Normal,V Measure,2.0,0.9223582743908316,0.8937315143974487
Author,t-SNE,K-Means,0.5,Laplace,ARI,2.0,0.8515695107341301,0.7652387074274194
Author,t-SNE,K-Means,0.5,Laplace,Fowlkes Mallows,2.0,0.8970010496084169,0.8363472163763035
Author,t-SNE,K-Means,0.5,Laplace,MI,2.0,0.8427912630772088,0.7614967588315324
Author,t-SNE,K-Means,0.5,Laplace,V Measure,2.0,0.8434712039222529,0.7625199640121044
Author,t-SNE,K-Means,0.5,Normal,ARI,2.0,0.9538129207516514,0.9301104034425156
Author,t-SNE,K-Means,0.5,Normal,Fowlkes Mallows,2.0,0.9682309341061014,0.9519475090058268
Author,t-SNE,K-Means,0.5,Normal,MI,2.0,0.9387412229696686,0.9093807899823898
Author,t-SNE,K-Means,0.5,Normal,V Measure,2.0,0.9390103341653108,0.9097791009927332
Darmanis,DAE,HC,0.5,Laplace,ARI,2.0,0.06463049920322883,0.6147922457758009
Darmanis,DAE,HC,0.5,Laplace,ARI,5.0,0.049495097031178666,0.6676131338104906
Darmanis,DAE,HC,0.5,Laplace,ARI,10.0,0.04333300535270919,0.6970167112520409
Darmanis,DAE,HC,0.5,Laplace,Fowlkes Mallows,2.0,0.40098598245271744,0.7815968113912299
Darmanis,DAE,HC,0.5,Laplace,Fowlkes Mallows,5.0,0.40087887631041214,0.8224223177653369
Darmanis,DAE,HC,0.5,Laplace,Fowlkes Mallows,10.0,0.39773671319509984,0.8377060836733687
Darmanis,DAE,HC,0.5,Laplace,MI,2.0,0.152774831888864,0.6040193305725928
Darmanis,DAE,HC,0.5,Laplace,MI,5.0,0.14668426059675407,0.6274804764799007
Darmanis,DAE,HC,0.5,Laplace,MI,10.0,0.14164043341516988,0.6372985485260078
Darmanis,DAE,HC,0.5,Laplace,V Measure,2.0,0.16217712473536325,0.6088661201529311
Darmanis,DAE,HC,0.5,Laplace,V Measure,5.0,0.15634391401461042,0.6322681724001354
Darmanis,DAE,HC,0.5,Laplace,V Measure,10.0,0.15143135374572364,0.6420161255537512
Darmanis,DAE,HC,0.5,Normal,ARI,2.0,0.0565804035411775,0.6890580565018968
Darmanis,DAE,HC,0.5,Normal,ARI,5.0,0.049163152223844486,0.7323329468330808
Darmanis,DAE,HC,0.5,Normal,ARI,10.0,0.04920898306611482,0.6666067993185713
Darmanis,DAE,HC,0.5,Normal,Fowlkes Mallows,2.0,0.3985830602631277,0.82548225812589
Darmanis,DAE,HC,0.5,Normal,Fowlkes Mallows,5.0,0.39540002529927937,0.8503400765882285
Darmanis,DAE,HC,0.5,Normal,Fowlkes Mallows,10.0,0.4059885395532239,0.8282553805697739
Darmanis,DAE,HC,0.5,Normal,MI,2.0,0.14815723525039462,0.6457539193675301
Darmanis,DAE,HC,0.5,Normal,MI,5.0,0.14514496521791992,0.6700343127378643
Darmanis,DAE,HC,0.5,Normal,MI,10.0,0.14287893550073416,0.6283682789087187
Darmanis,DAE,HC,0.5,Normal,V Measure,2.0,0.15766429493046258,0.6501286207315121
Darmanis,DAE,HC,0.5,Normal,V Measure,5.0,0.15479733429819426,0.6742405792280889
Darmanis,DAE,HC,0.5,Normal,V Measure,10.0,0.15274560903299658,0.6332492691097089
Darmanis,DAE,K-Means,0.5,Laplace,ARI,2.0,0.06006832172127901,0.5930178954708689
Darmanis,DAE,K-Means,0.5,Laplace,ARI,5.0,0.05748669108302409,0.5951440492504928
Darmanis,DAE,K-Means,0.5,Laplace,ARI,10.0,0.04919576736753063,0.6152857294331014
Darmanis,DAE,K-Means,0.5,Laplace,Fowlkes Mallows,2.0,0.4029123946516017,0.7742701041122568
Darmanis,DAE,K-Means,0.5,Laplace,Fowlkes Mallows,5.0,0.4067126239546199,0.7854135366292033
Darmanis,DAE,K-Means,0.5,Laplace,Fowlkes Mallows,10.0,0.4019306753496537,0.7945833486961705
Darmanis,DAE,K-Means,0.5,Laplace,MI,2.0,0.14808625978982354,0.5892912854523477
Darmanis,DAE,K-Means,0.5,Laplace,MI,5.0,0.148931249447135,0.5864759727495709
Darmanis,DAE,K-Means,0.5,Laplace,MI,10.0,0.1438327111765514,0.5957980120510109
Darmanis,DAE,K-Means,0.5,Laplace,V Measure,2.0,0.15768915626908048,0.5944627668691522
Darmanis,DAE,K-Means,0.5,Laplace,V Measure,5.0,0.1586508957442162,0.5918721151046379
Darmanis,DAE,K-Means,0.5,Laplace,V Measure,10.0,0.1536184387941427,0.6010624356507357
Darmanis,DAE,K-Means,0.5,Normal,ARI,2.0,0.05557209863656398,0.5999380323287767
Darmanis,DAE,K-Means,0.5,Normal,ARI,5.0,0.056703080520395265,0.6672968270764223
Darmanis,DAE,K-Means,0.5,Normal,ARI,10.0,0.04910321797708868,0.5974787174456224
Darmanis,DAE,K-Means,0.5,Normal,Fowlkes Mallows,2.0,0.40371890816475065,0.7847269543011096
Darmanis,DAE,K-Means,0.5,Normal,Fowlkes Mallows,5.0,0.3955839766542049,0.8095573078767313
Darmanis,DAE,K-Means,0.5,Normal,Fowlkes Mallows,10.0,0.4098015611796755,0.7942884899564329
Darmanis,DAE,K-Means,0.5,Normal,MI,2.0,0.14801545043975695,0.5950673852490718
Darmanis,DAE,K-Means,0.5,Normal,MI,5.0,0.15029498326597054,0.6387266534818965
Darmanis,DAE,K-Means,0.5,Normal,MI,10.0,0.1418918897115164,0.58814526346516
Darmanis,DAE,K-Means,0.5,Normal,V Measure,2.0,0.15762170366946196,0.6001945025692309
Darmanis,DAE,K-Means,0.5,Normal,V Measure,5.0,0.1597988923939261,0.6432414747666529
Darmanis,DAE,K-Means,0.5,Normal,V Measure,10.0,0.15186273045010687,0.593639612924768
Darmanis,Isomap,HC,0.5,Laplace,ARI,2.0,0.1888315926978976,0.5180411111569455
Darmanis,Isomap,HC,0.5,Laplace,ARI,5.0,0.16718891896871704,0.4498006452478806
Darmanis,Isomap,HC,0.5,Laplace,ARI,10.0,0.16827635778070474,0.4442247549458064
Darmanis,Isomap,HC,0.5,Laplace,Fowlkes Mallows,2.0,0.4922674127041805,0.7345310354448593
Darmanis,Isomap,HC,0.5,Laplace,Fowlkes Mallows,5.0,0.4760332367538088,0.6944069265702039
Darmanis,Isomap,HC,0.5,Laplace,Fowlkes Mallows,10.0,0.48107942773236795,0.6961219856129104
Darmanis,Isomap,HC,0.5,Laplace,MI,2.0,0.2945709760038885,0.4905773796476855
Darmanis,Isomap,HC,0.5,Laplace,MI,5.0,0.3020597299035308,0.4688430712490794
Darmanis,Isomap,HC,0.5,Laplace,MI,10.0,0.2977544943134076,0.4630649759971857
Darmanis,Isomap,HC,0.5,Laplace,V Measure,2.0,0.3024478330649213,0.497082766845316
Darmanis,Isomap,HC,0.5,Laplace,V Measure,5.0,0.3098112656905593,0.4754835283741034
Darmanis,Isomap,HC,0.5,Laplace,V Measure,10.0,0.30561277582817603,0.4698128853604452
Darmanis,Isomap,HC,0.5,Normal,ARI,2.0,0.15724452843283554,0.6127017248798037
Darmanis,Isomap,HC,0.5,Normal,ARI,5.0,0.16231471681241874,0.5397729306055012
Darmanis,Isomap,HC,0.5,Normal,ARI,10.0,0.15005418583662092,0.5288142944916451
Darmanis,Isomap,HC,0.5,Normal,Fowlkes Mallows,2.0,0.4799591935134221,0.7945254713581449
Darmanis,Isomap,HC,0.5,Normal,Fowlkes Mallows,5.0,0.4814117222607986,0.7548279602392679
Darmanis,Isomap,HC,0.5,Normal,Fowlkes Mallows,10.0,0.4858488057398727,0.7646136214361716
Darmanis,Isomap,HC,0.5,Normal,MI,2.0,0.2661018765428201,0.573731493578558
Darmanis,Isomap,HC,0.5,Normal,MI,5.0,0.3029928372227908,0.5571987872887316
Darmanis,Isomap,HC,0.5,Normal,MI,10.0,0.28693500329537663,0.536930047518944
Darmanis,Isomap,HC,0.5,Normal,V Measure,2.0,0.2743727291270486,0.5792937954973416
Darmanis,Isomap,HC,0.5,Normal,V Measure,5.0,0.31080576266142673,0.5627626039965011
Darmanis,Isomap,HC,0.5,Normal,V Measure,10.0,0.2951668066907929,0.5430526679246311
Darmanis,Isomap,K-Means,0.5,Laplace,ARI,2.0,0.20602615755605125,0.4859758593401962
Darmanis,Isomap,K-Means,0.5,Laplace,ARI,5.0,0.1784819298038537,0.3944838020573519
Darmanis,Isomap,K-Means,0.5,Laplace,ARI,10.0,0.13889141690267115,0.3929497858812704
Darmanis,Isomap,K-Means,0.5,Laplace,Fowlkes Mallows,2.0,0.5010802953714314,0.7145269013320557
Darmanis,Isomap,K-Means,0.5,Laplace,Fowlkes Mallows,5.0,0.4880989328230442,0.6702448657298694
Darmanis,Isomap,K-Means,0.5,Laplace,Fowlkes Mallows,10.0,0.4780851015914081,0.6934201357401918
Darmanis,Isomap,K-Means,0.5,Laplace,MI,2.0,0.3116477833356293,0.4833918189621566
Darmanis,Isomap,K-Means,0.5,Laplace,MI,5.0,0.3149809484536618,0.4180036105150669
Darmanis,Isomap,K-Means,0.5,Laplace,MI,10.0,0.26529315382748075,0.3891098633699509
Darmanis,Isomap,K-Means,0.5,Laplace,V Measure,2.0,0.3193567418580929,0.4899852622123123
Darmanis,Isomap,K-Means,0.5,Laplace,V Measure,5.0,0.3227127840691911,0.4255256655450216
Darmanis,Isomap,K-Means,0.5,Laplace,V Measure,10.0,0.27398080401327696,0.3977007085548676
Darmanis,Isomap,K-Means,0.5,Normal,ARI,2.0,0.18933370355292325,0.5731013294835876
Darmanis,Isomap,K-Means,0.5,Normal,ARI,5.0,0.14421268361686115,0.4399193627404373
Darmanis,Isomap,K-Means,0.5,Normal,ARI,10.0,0.1406620093860525,0.4642552980534839
Darmanis,Isomap,K-Means,0.5,Normal,Fowlkes Mallows,2.0,0.501021531769701,0.7766076214082926
Darmanis,Isomap,K-Means,0.5,Normal,Fowlkes Mallows,5.0,0.482564651814877,0.7209418148831315
Darmanis,Isomap,K-Means,0.5,Normal,Fowlkes Mallows,10.0,0.4962804325068799,0.7562169606464165
Darmanis,Isomap,K-Means,0.5,Normal,MI,2.0,0.29341111063820313,0.5619535986791339
Darmanis,Isomap,K-Means,0.5,Normal,MI,5.0,0.2917029385275688,0.4611346516418066
